1122281838586814470 | YOKO よこ | @YOYA78213360 | Private: 0 | Verified: 0 | Bio: ‏‏‏‏‏‏צייצן בוטיק, | Location:  | Url: None | Joined: 27 Apr 2019 4:30 PM | Tweets: 921 | Following: 384 | Followers: 42 | Likes: 2148 | Media: 18 | Avatar: https://pbs.twimg.com/profile_images/1125179622285508609/GEbPmxdD_400x400.jpg
882855135617089536 | Peleg Michaeli پليج | @pelegmichaeli | Private: 0 | Verified: 0 | Bio: מתמטיקה | ארגון הסגל האקדמי הזוטר | אוניברסיטת תל אביב | חבר ועידת מפלגת העבודה | Location: Tel Aviv | Url: http://www.math.tau.ac.il/~pelegm/ | Joined: 5 Jul 2017 11:54 PM | Tweets: 1028 | Following: 1126 | Followers: 192 | Likes: 7989 | Media: 68 | Avatar: https://pbs.twimg.com/profile_images/889612986817671168/VARki44T_400x400.jpg
165322119 | David Mor Ofek | @dmorofek | Private: 0 | Verified: 0 | Bio: ‏In spite of everything, the left shall rise again אלימות היא מפלטם האחרון  של חסרי היכולת. | Location:  | Url: None | Joined: 10 Jul 2010 11:49 PM | Tweets: 18773 | Following: 905 | Followers: 437 | Likes: 14024 | Media: 297 | Avatar: https://pbs.twimg.com/profile_images/960234531180761089/GssLaqXw_400x400.jpg
913740395703668736 | סטויץ' | @stoya_abulafia | Private: 0 | Verified: 0 | Bio: דב נמשים | Location:  | Url: None | Joined: 29 Sep 2017 5:21 AM | Tweets: 15387 | Following: 1789 | Followers: 2802 | Likes: 140033 | Media: 1005 | Avatar: https://pbs.twimg.com/profile_images/1062764451215106048/mIYXG475_400x400.jpg
779965182 | 0x11de784a | @0x11de784a | Private: 0 | Verified: 0 | Bio: Trying to combine computer stuff, feminism, ecology and weltschmerz. | Location: Twitter | Url: None | Joined: 25 Aug 2012 2:34 AM | Tweets: 347 | Following: 532 | Followers: 66 | Likes: 479 | Media: 21 | Avatar: https://pbs.twimg.com/profile_images/2556375246/g6ozdrk0nd2d26469cml_400x400.jpeg
92251799 | 𝖉𝖎𝖗𝖐𝖔𝖋𝖉𝖔𝖔𝖒 | @xjebediahx | Private: 0 | Verified: 0 | Bio: ⌨️ web stuff ✏️ graphic stuff 🤖 sometimes i build things 😍 punkrock, metal & 90ies rap 🚫 racism, sexism, nationalism, homophobia, antisemitism | Location: Leipzig | Url: None | Joined: 24 Nov 2009 3:35 AM | Tweets: 516 | Following: 413 | Followers: 58 | Likes: 5854 | Media: 41 | Avatar: https://pbs.twimg.com/profile_images/1096420973061066752/XxwWztVr_400x400.jpg
585558699 | Marco Bras dos Santos | @4CLXI | Private: 0 | Verified: 0 | Bio:  | Location:  | Url: None | Joined: 20 May 2012 1:16 AM | Tweets: 1915 | Following: 1370 | Followers: 1339 | Likes: 1928 | Media: 219 | Avatar: https://pbs.twimg.com/profile_images/984822487392407558/nq5Ynkso_400x400.jpg
33259782 | Tomer Veracruz🏳️‍🌈 | @tom_a_r | Private: 0 | Verified: 0 | Bio: מומחה באיחוי לבבות שבורים | Location: Tel Aviv, Israel | Url: None | Joined: 19 Apr 2009 10:45 AM | Tweets: 31337 | Following: 427 | Followers: 936 | Likes: 97938 | Media: 5677 | Avatar: https://pbs.twimg.com/profile_images/1094575937201553408/CY2JOiFA_400x400.jpg
399702592 | Michael Bar-Sinai | @michbarsinai | Private: 0 | Verified: 0 | Bio: Father/hacker/engineer/PhDStudent. Does not write about himself in the third person very well. IQSS@Harvard. #no2bio contributor | Location: Tel-Aviv, Israel | Url: http://mbarsinai.com | Joined: 27 Oct 2011 3:22 PM | Tweets: 4074 | Following: 477 | Followers: 261 | Likes: 12889 | Media: 214 | Avatar: https://pbs.twimg.com/profile_images/775447683972599808/QV_oJ3wM_400x400.jpg
1542958994 | Hagai shilo | @hshilorunning | Private: 0 | Verified: 0 | Bio:  | Location: London | Url: None | Joined: 24 Jun 2013 3:06 AM | Tweets: 7614 | Following: 655 | Followers: 299 | Likes: 13695 | Media: 269 | Avatar: https://pbs.twimg.com/profile_images/1081535160162701312/vVIvlkc5_400x400.jpg
1097362142343323648 | Imtiaz mridul | @imtiaz_mridul | Private: 0 | Verified: 0 | Bio: Freelance web designer and developer | Location:  | Url: None | Joined: 17 Feb 2019 9:08 PM | Tweets: 24 | Following: 1677 | Followers: 248 | Likes: 1 | Media: 24 | Avatar: https://pbs.twimg.com/profile_images/1127828510486040576/L4cwDc5Z_400x400.png
268117492 | Omry Goldstein | @Omrygo | Private: 0 | Verified: 0 | Bio: Tech, media & sports | Location: San Francisco Bay Area | Url: None | Joined: 17 Mar 2011 10:10 PM | Tweets: 31980 | Following: 531 | Followers: 530 | Likes: 58139 | Media: 1365 | Avatar: https://pbs.twimg.com/profile_images/1027683221364862976/blijO4Tj_400x400.jpg
56561734 | Nicki Klein - on Vacation Until 6/3 | @kneekey23 | Private: 0 | Verified: 0 | Bio: A passionate Technical Evangelist at @awscloud on a mission to help developers find and succeed at using AWS. A code and matcha enthusiast. Opinions are my own. | Location: Seattle, WA | Url: https://twitch.tv/kneekey23 | Joined: 13 Jul 2009 6:24 PM | Tweets: 1595 | Following: 990 | Followers: 3122 | Likes: 2974 | Media: 210 | Avatar: https://pbs.twimg.com/profile_images/1056970539049279489/1MNeFjxv_400x400.jpg
187627541 | PurpleinA | @Purple_Petunias | Private: 0 | Verified: 0 | Bio: דלג על ההקדמה | Location: סביוני הטחינה, בערלין | Url: None | Joined: 6 Sep 2010 12:01 PM | Tweets: 16039 | Following: 411 | Followers: 604 | Likes: 17580 | Media: 819 | Avatar: https://pbs.twimg.com/profile_images/1017155873372852224/g4RQvBTG_400x400.jpg
319109628 | Glenn Coral קקטוס בוואריוס | @CactusBavarius | Private: 0 | Verified: 0 | Bio: ⏩⏩ ‏‏לחץ כאן ליותר נעקבים! | Location: Munich, Bavaria | Url: None | Joined: 17 Jun 2011 8:38 AM | Tweets: 2282 | Following: 697 | Followers: 112 | Likes: 8591 | Media: 487 | Avatar: https://pbs.twimg.com/profile_images/1131083784751919104/KjKrW8eG_400x400.png
983817096026116096 | Marcin Piela | @mp_piela | Private: 0 | Verified: 0 | Bio: React.js developer 💪 Check react-fetching-library and leave a feedback ;) | Location:  | Url: https://marcin-piela.github.io/react-fetching-library/ | Joined: 10 Apr 2018 2:20 PM | Tweets: 147 | Following: 947 | Followers: 96 | Likes: 589 | Media: 2 | Avatar: https://pbs.twimg.com/profile_images/1120985401609658369/4S0zAwsB_400x400.png
38918199 | ערנב 🐇 | @psyBunny | Private: 1 | Verified: 0 | Bio: Sex, drugs and laplacian pyramids. | Location: Tel-Aviv | Url: http://www.youtube.com/watch?v=cCI18qAoKq4&feature=player_detailpage#t=43s | Joined: 9 May 2009 1:09 PM | Tweets: 206720 | Following: 606 | Followers: 3011 | Likes: 182247 | Media: 0 | Avatar: https://pbs.twimg.com/profile_images/433564137163997185/MGHUYwFp_400x400.jpeg
941967844564242433 | David Carmeli | @Maccabi2015 | Private: 0 | Verified: 0 | Bio: Amember of the labour party in israel. arguing with leftists and right wing,  palestinian and B.D.S suppoters. hates antisemitism, in all methodes. | Location:  | Url: None | Joined: 16 Dec 2017 1:46 AM | Tweets: 7818 | Following: 791 | Followers: 100 | Likes: 395 | Media: 488 | Avatar: https://abs.twimg.com/sticky/default_profile_images/default_profile_400x400.png
2196085036 | Avi | @aviillouz | Private: 0 | Verified: 0 | Bio: ציוצים קצרים כמאמרי התרפים. דיון ולא ויכוח | Location:  | Url: None | Joined: 25 Nov 2013 1:40 PM | Tweets: 483 | Following: 238 | Followers: 18 | Likes: 1990 | Media: 12 | Avatar: https://pbs.twimg.com/profile_images/1034045780368285698/g41NEcFW_400x400.jpg
746927618654625792 | אתםלאמצחיקים | @shiamuma | Private: 0 | Verified: 0 | Bio: ‏‏‏‏‏לא צוחקת כי אתם לא מצחיקים | Location:  | Url: None | Joined: 25 Jun 2016 9:46 PM | Tweets: 43019 | Following: 2408 | Followers: 1249 | Likes: 73367 | Media: 1582 | Avatar: https://pbs.twimg.com/profile_images/1091073380093169665/s51LryAp_400x400.jpg
38449408 | Amitai Sandy | @amitaisandy | Private: 0 | Verified: 0 | Bio: It is very annoying and even rude of you to present facts that counter my basic intuition! | Location: Barcelona, Catalunya, Espana | Url: https://www.facebook.com/amitaisandyillus/ | Joined: 7 May 2009 8:16 AM | Tweets: 65314 | Following: 523 | Followers: 3528 | Likes: 149336 | Media: 2067 | Avatar: https://pbs.twimg.com/profile_images/1089272967584980992/Ac6Jkekc_400x400.jpg
1005425906997972992 | Reem Abu Rass | @ReemAburass | Private: 0 | Verified: 0 | Bio: PhD student at Tel Aviv University | Location:  | Url: None | Joined: 9 Jun 2018 5:26 AM | Tweets: 37 | Following: 135 | Followers: 26 | Likes: 697 | Media: 0 | Avatar: https://pbs.twimg.com/profile_images/1037394925074178049/SGicxEya_400x400.jpg
611045124 | Doron Ziv | @doron_ziv | Private: 0 | Verified: 0 | Bio: Oi! Around the world (or gush dan). | Location:  | Url: None | Joined: 17 Jun 2012 10:06 AM | Tweets: 7920 | Following: 1273 | Followers: 212 | Likes: 46814 | Media: 336 | Avatar: https://pbs.twimg.com/profile_images/1110597308436107264/7mOGZAwR_400x400.jpg
1083234246393765888 | Dator | @Dator70033678 | Private: 0 | Verified: 0 | Bio: IT, privacy, data security, law, regulation | Location:  | Url: None | Joined: 9 Jan 2019 9:29 PM | Tweets: 440 | Following: 353 | Followers: 54 | Likes: 1261 | Media: 10 | Avatar: https://pbs.twimg.com/profile_images/1083234704688582656/qVcmpyBC_400x400.jpg
275089903 | Ne'ekatz | @NeEKav | Private: 0 | Verified: 0 | Bio:  | Location:  | Url: None | Joined: 31 Mar 2011 9:17 AM | Tweets: 2253 | Following: 868 | Followers: 214 | Likes: 11575 | Media: 17 | Avatar: https://pbs.twimg.com/profile_images/828692928298156038/vGCYaXB8_400x400.jpg
557670572 | Thair Abu Rass | @ThairAbu | Private: 0 | Verified: 0 | Bio: PhD student at @GVPTUMD . Palestinian from Israel. Tweet about life, politics and the pursuit of Justice. عربي עברית English. RT not endorsement. | Location:  | Url: None | Joined: 19 Apr 2012 5:26 AM | Tweets: 1683 | Following: 1158 | Followers: 899 | Likes: 5259 | Media: 125 | Avatar: https://pbs.twimg.com/profile_images/1069798517894406144/Vh5hZ2ke_400x400.jpg
951744984386031618 | Tamir Magen | @tmgn66 | Private: 0 | Verified: 0 | Bio: לא חוסם, חוסמים בשבילי | Location: Israel | Url: None | Joined: 12 Jan 2018 1:17 AM | Tweets: 12961 | Following: 858 | Followers: 240 | Likes: 22471 | Media: 170 | Avatar: https://pbs.twimg.com/profile_images/1108241544685981697/ETHhYT-v_400x400.jpg
1076121844208582656 | פיל בחנות חרסינה | @elephent13 | Private: 0 | Verified: 0 | Bio: מנסה לא לשבור שום דבר. | Location:  | Url: None | Joined: 21 Dec 2018 6:26 AM | Tweets: 643 | Following: 147 | Followers: 60 | Likes: 5885 | Media: 85 | Avatar: https://pbs.twimg.com/profile_images/1076123021440634880/Nwh1NkPA_400x400.jpg
166809034 | Jeremy Castiglia | @jcastiglia01 | Private: 0 | Verified: 0 | Bio: Container and Cloud-Native Applications Security Expert at #AquaSecTeam -- Thoughts are my own -- Want to try Aqua?   https://www.aquasec.com/#demo  | Location: Boston, MA | Url: https://www.aquasec.com | Joined: 14 Jul 2010 6:46 PM | Tweets: 382 | Following: 4369 | Followers: 922 | Likes: 124 | Media: 8 | Avatar: https://pbs.twimg.com/profile_images/1050783961029447680/YxtBVxIN_400x400.jpg
814673757956620289 | Ryan Jackson | @RyanDevAlt | Private: 0 | Verified: 0 | Bio: Back-up Account for @RyanDeveloping | Location:  | Url: https://www.cloudstrove.com | Joined: 29 Dec 2016 7:25 PM | Tweets: 7 | Following: 1068 | Followers: 13156 | Likes: 23110 | Media: 0 | Avatar: https://pbs.twimg.com/profile_images/1103843231761133569/wL07p6op_400x400.png
42662493 | itamar b איתמר ב ايتامار ب | @itamar_b | Private: 0 | Verified: 0 | Bio:  | Location: tel aviv | Url: None | Joined: 26 May 2009 9:42 AM | Tweets: 20425 | Following: 392 | Followers: 834 | Likes: 4348 | Media: 217 | Avatar: https://pbs.twimg.com/profile_images/1440137821/tw_9795824_1310537448_400x400.jpg
623819712 | Roni نور More | @RoniMore1 | Private: 0 | Verified: 0 | Bio:  | Location:  | Url: None | Joined: 1 Jul 2012 6:20 AM | Tweets: 7655 | Following: 301 | Followers: 167 | Likes: 62172 | Media: 189 | Avatar: https://pbs.twimg.com/profile_images/2357702925/____400x400.jpg
995994200901550080 | אלרוס | @half_elven_ | Private: 0 | Verified: 0 | Bio: הדרך עודנה נפקחת לאורך...  חצי אדם. חצי עלף. אוסף אנשים. צד משמעויות. | Location: הדרכים הידועות בן באתי ... | Url: None | Joined: 14 May 2018 4:48 AM | Tweets: 1305 | Following: 192 | Followers: 141 | Likes: 1629 | Media: 156 | Avatar: https://pbs.twimg.com/profile_images/1068114421124345856/3z1gDY4f_400x400.jpg
826105414550945792 | דניאל 🚀 | @MDanielLevi | Private: 0 | Verified: 0 | Bio:  | Location:  | Url: None | Joined: 30 Jan 2017 8:30 AM | Tweets: 13986 | Following: 383 | Followers: 1271 | Likes: 44675 | Media: 1055 | Avatar: https://pbs.twimg.com/profile_images/950525185190481922/UlBYewrG_400x400.jpg
896027567957966849 | מאן דבעי | @ibTF3Yd7tEOArS9 | Private: 0 | Verified: 0 | Bio: רוב האנשים שאני מכיר הם בני אדם. | Location: בארץ | Url: None | Joined: 11 Aug 2017 8:16 AM | Tweets: 23 | Following: 77 | Followers: 3 | Likes: 69 | Media: 1 | Avatar: https://pbs.twimg.com/profile_images/1098337119842521088/wg3cdgjK_400x400.jpg
231527311 | Eyal bar haim  بار-حاييم | @eyalbhaim | Private: 0 | Verified: 0 | Bio: PhD. in Labor Studies, sociologist by heart | Location: te, L | Url: None | Joined: 28 Dec 2010 11:40 AM | Tweets: 3914 | Following: 447 | Followers: 253 | Likes: 28310 | Media: 300 | Avatar: https://pbs.twimg.com/profile_images/647023619277746178/e2yklSf__400x400.jpg
798534613736026112 | Gita Kiper | @gitakip | Private: 0 | Verified: 0 | Bio: ‏‏פוליטיקה ראדיקלית והרבה שכבות של מנומר | Location:  | Url: None | Joined: 15 Nov 2016 6:34 AM | Tweets: 163 | Following: 64 | Followers: 28 | Likes: 418 | Media: 15 | Avatar: https://pbs.twimg.com/profile_images/1093534990099496961/-jkc1qBw_400x400.jpg
2439100099 | Yair Wallach | @YairWallach | Private: 0 | Verified: 0 | Bio: Senior Lecturer in Israeli Studies, SOAS, researching Palestine/Israel. RT not endorsement, likes (sometimes) are bookmarks as searching Twitter is a pain | Location: London | Url: https://soas.academia.edu/YairWallach | Joined: 11 Apr 2014 2:12 PM | Tweets: 6398 | Following: 489 | Followers: 2014 | Likes: 10864 | Media: 139 | Avatar: https://pbs.twimg.com/profile_images/454732042236723200/uf9kCCGT_400x400.jpeg
4925542629 | °•○B) | @vA_V_Av | Private: 0 | Verified: 0 | Bio: ‏‏מנהלת מוצר, כרגע בעניין של Data Science | Location: Israel | Url: None | Joined: 17 Feb 2016 2:44 PM | Tweets: 13491 | Following: 1283 | Followers: 954 | Likes: 58109 | Media: 615 | Avatar: https://pbs.twimg.com/profile_images/898085240673107969/hdHFcsdj_400x400.jpg
14684915 | Itai MC Nathaniel 🦁 | @itainathaniel | Private: 0 | Verified: 0 | Bio: Father, full stack developer (#Laravel, #VueJS), Pâtissier, Tel Aviv (#Israel) resident, planes & flying enthusiast Married to @aconomika, views are my own | Location: Tel Aviv - Jaffa, Israel | Url: http://it.ai | Joined: 7 May 2008 3:20 AM | Tweets: 149634 | Following: 650 | Followers: 2123 | Likes: 199338 | Media: 9481 | Avatar: https://pbs.twimg.com/profile_images/1044468556698669056/ilIdFzkJ_400x400.jpg
743132167199395841 | Annabelle  👩🏻‍💻  ✨  🌷 | @annabe1e | Private: 0 | Verified: 0 | Bio: Frontend Web Developer crafting websites with #Angular  and  Seriously Committed to #100daysofcode #301daysofcode #womenwhocode | Location:  | Url: None | Joined: 15 Jun 2016 10:24 AM | Tweets: 468 | Following: 3930 | Followers: 2433 | Likes: 2421 | Media: 3 | Avatar: https://pbs.twimg.com/profile_images/1093868031405510656/niu85u_F_400x400.jpg
1003989815581388800 | Yishay Szekely ישי סקלי | @Booms_Hakofets | Private: 0 | Verified: 0 | Bio: ‏‏‏‏‏אבא, רופא, מג''ד במיל. בעד הפועל. מצייץ דעות אישיות. | Location:  | Url: None | Joined: 5 Jun 2018 6:20 AM | Tweets: 592 | Following: 571 | Followers: 35 | Likes: 1064 | Media: 4 | Avatar: https://pbs.twimg.com/profile_images/1029946971820314624/mNCxYXZ9_400x400.jpg
908626260292665344 | Ella إلا أميسْت Amest | @EllaGellaE | Private: 0 | Verified: 0 | Bio: ‏‏‏‏‏‏‏דוברת עמותת מעברים לקהילה הטרנסית ‎‎‎@MaavarimOrg. Trans activist and spokesperson. They/she pronouns. | Location:  | Url: https://www.paypal.me/EllaAm | Joined: 15 Sep 2017 2:39 AM | Tweets: 15211 | Following: 231 | Followers: 767 | Likes: 189474 | Media: 419 | Avatar: https://pbs.twimg.com/profile_images/1061683175062147072/Bokff9hY_400x400.jpg
2923550018 | AgensGraph | @AgensGraph | Private: 0 | Verified: 0 | Bio: In the heart of the Silicon Valley, AgensGraph is setting the enterprise standard in Graph Database performance & scale. Download it today. | Location:  | Url: http://bitnine.net | Joined: 8 Dec 2014 11:04 PM | Tweets: 479 | Following: 1795 | Followers: 826 | Likes: 326 | Media: 47 | Avatar: https://pbs.twimg.com/profile_images/887496773949734912/pcLppQh3_400x400.jpg
2710235502 | Omer Got Lost | @omer_got_lost | Private: 0 | Verified: 0 | Bio:  | Location: ישראל | Url: None | Joined: 5 Aug 2014 1:24 PM | Tweets: 1114 | Following: 97 | Followers: 15 | Likes: 2064 | Media: 77 | Avatar: https://pbs.twimg.com/profile_images/976881354884501504/u7BAexoD_400x400.jpg
1080921744544800770 | M0rpheu$ | @m0rpheus007 | Private: 0 | Verified: 0 | Bio: Hacking involves a different way of looking at problems that no one’s thought of. - Walter O’Brein | Location: ישראל | Url: None | Joined: 3 Jan 2019 12:20 PM | Tweets: 334 | Following: 277 | Followers: 96 | Likes: 875 | Media: 53 | Avatar: https://pbs.twimg.com/profile_images/1080922942350000128/BRJEtVyB_400x400.jpg
3506702420 | Chany Glick  ‏حاني غليك | @chanyglick | Private: 1 | Verified: 0 | Bio: עו"ס, פסיכואנליזה, קוטמת מכתמים, משרטטת נובלה, סוצ'-דמוק', נולדתי לשלום העולמי, ולקונפליקט הנפשי. "הלא מודע הוא פוליטי" (לאקאן). | Location:  | Url: None | Joined: 9 Sep 2015 10:54 AM | Tweets: 53935 | Following: 4137 | Followers: 1161 | Likes: 209561 | Media: 0 | Avatar: https://pbs.twimg.com/profile_images/679713648735051777/Qrljl3pD_400x400.jpg
903033193506406401 | Jehuda Blumenschein | @Blumenscheinit | Private: 0 | Verified: 0 | Bio:  | Location: Germany | Url: None | Joined: 30 Aug 2017 4:14 PM | Tweets: 581 | Following: 785 | Followers: 63 | Likes: 8336 | Media: 48 | Avatar: https://pbs.twimg.com/profile_images/1117881966785966080/BH85JF92_400x400.jpg
843182327673081857 | Ya'ara Cohen | @yaaradc | Private: 0 | Verified: 0 | Bio: Head of Growth @smorepages, board member @politicallyIL פוליטיקלי קוראת | Location: Israel | Url: None | Joined: 18 Mar 2017 12:28 PM | Tweets: 151 | Following: 385 | Followers: 77 | Likes: 3415 | Media: 10 | Avatar: https://pbs.twimg.com/profile_images/952976902528086017/VWuOQTnq_400x400.jpg
244692845 | m00nset | @newmonset | Private: 1 | Verified: 0 | Bio: ‏יש לי הרבה ציוצים עם 'היא' או 'את' אז אני רוצה לחדד שלא תמיד מדובר באותה 'היא' או באותה 'את' לדעתי אפילו לא תמיד מדובר באותה 'אני' | Location:  | Url: None | Joined: 29 Jan 2011 2:35 PM | Tweets: 2374 | Following: 414 | Followers: 117 | Likes: 4782 | Media: 0 | Avatar: https://pbs.twimg.com/profile_images/431555285824864256/yifnIu2j_400x400.jpeg
